,eng,fre
8399,I'm thirty-four.,Tengo treinta y cuatro años.
8400,I'm tired of TV.,Estoy cansado de la tele.
8401,I'm too ashamed.,Estoy muy avergonzado.
8402,I'm truly sorry.,De verdad lo siento.
8403,I'm very clumsy.,Soy muy desmañado.
8404,I'm very hungry.,Estoy muy hambriento.
8405,I'm very modest.,Soy muy modesto.
8406,I'm your doctor.,Soy tu doctor.
8407,I'm your father.,Soy tu padre.
8408,I'm your father.,Yo soy tu padre.
8409,I'm your friend.,Soy tu amigo.
8410,I'm your friend.,Soy tu amiga.
8411,I'm your lawyer.,Soy tu abogado.
8412,I'm your sister.,Yo soy tu hermana.
8413,I'm your sister.,Soy tu hermana.
8414,I've changed it.,Lo cambié.
8415,I've changed it.,La cambié.
8416,I've cut myself.,Me corté.
8417,I've cut myself.,Me he cortado.
8418,I've done worse.,Me ha ido peor.
8419,I've done worse.,He hecho peor que esto.
8420,I've got a cold.,Estoy resfriado.
8421,I've got a cold.,Estoy constipado.
8422,I've got a cold.,Estoy acatarrado.
8423,I've had enough.,He tenido suficiente.
8424,I've had enough.,Suficiente.
8425,I've had enough.,Tuve suficiente.
8426,I've had enough.,Ya estoy podrido.
8427,I've heard that.,Oí eso.
8428,I've heard that.,Lo he oído.
8429,I've lost count.,Perdí la cuenta.
8430,I've lost count.,He perdido la cuenta.
8431,Is Tom Canadian?,¿Tom es canadiense?
8432,Is Tom a genius?,¿Es Tom un genio?
8433,Is Tom an actor?,¿Tom es un actor?
8434,Is Tom babbling?,¿Está Tom farfullando?
8435,Is Tom dreaming?,¿Tom está soñando?
8436,Is Tom with you?,¿Tom está contigo?
8437,Is anybody here?,¿Hay alguien aquí?
8438,Is anybody home?,¿Hay alguien en casa?
8439,Is anybody hurt?,¿Alguien está lastimado?
8440,Is anybody hurt?,¿Se lastimó alguien?
8441,Is he Malaysian?,¿Es él malayo?
8442,Is he a teacher?,¿Es un maestro?
8443,Is he a teacher?,¿Es maestro?
8444,Is he breathing?,¿Respira?
8445,Is he breathing?,¿Él está respirando?
8446,Is he satisfied?,¿Está satisfecho?
8447,Is it dangerous?,¿Es peligroso?
8448,Is it deep here?,¿Está hondo aquí?
8449,Is it deep here?,¿Cubre aquí?
8450,Is it good news?,¿Es una buena noticia?
8451,Is it important?,¿Es importante?
8452,Is it not black?,¿No es negro?
8453,Is it not black?,¿No es negra?
8454,Is it poisonous?,¿Es venenoso?
8455,Is it that late?,¿Es tan tarde?
8456,Is it that late?,¿Ya es tan tarde?
8457,Is it too small?,¿Es demasiado pequeño?
8458,Is it too small?,¿Es demasiado pequeña?
8459,Is she Japanese?,¿Es ella japonesa?
8460,Is she a doctor?,¿Ella es doctora?
8461,Is she sleeping?,¿Está durmiendo?
8462,Is that a llama?,¿Eso es una llama?
8463,Is that healthy?,¿Eso es saludable?
8464,Is this a dream?,¿Esto es un sueño?
8465,Is this a radio?,¿Esto es una radio?
8466,Is this a river?,¿Es esto un río?
8467,Is this a river?,¿Es ese un río?
8468,Is this correct?,¿Eso es correcto?
8469,Is this too big?,¿Es esto demasiado grande?
8470,Is today Friday?,¿Es hoy viernes?
8471,Is today Friday?,¿Es viernes hoy?
8472,Is today Friday?,¿Estamos a viernes?
8473,Is today Monday?,¿Hoy es lunes?
8474,Is today payday?,¿Es hoy día de paga?
8475,Isn't it enough?,¿No es suficiente?
8476,Isn't that mine?,¿No es mío?
8477,Isn't that true?,¿Eso no es verdad?
8478,It can't be Tom.,Ese no puede ser Tom.
8479,It didn't break.,No se rompió.
8480,It didn't break.,No se quebró.
8481,It doesn't hurt.,No duele.
8482,It is an option.,Es una opción.
8483,It is up to you.,Depende de ti.
8484,It isn't a fish.,No es un pez.
8485,It looked awful.,Se veía horrible.
8486,It looked cheap.,Se veía barato.
8487,It may seem odd.,Puede parecer raro.
8488,It may seem odd.,Esto puede parecer extraño.
8489,It might happen.,Podría suceder.
8490,It must be true.,Debe de ser verdad.
8491,It really works.,Realmente funciona.
8492,It really works.,Verdaderamente va.
8493,It really works.,Sí que funciona.
8494,It seems likely.,Parece probable.
8495,It sounds great!,¡Suena genial!
8496,It sounds great!,¡Me parece bien!
8497,It tasted sweet.,Sabía dulce.
8498,It was a thrill.,Fue muy emocionante.
8499,It was ages ago.,Pasó hace siglos.
8500,It was all gone.,Todo terminó.
8501,It was all good.,Todo estaba bien.
8502,It was an honor.,Fue un honor.
8503,It was an honor.,Era un honor.
8504,It was exciting.,Fue emocionante.
8505,It was fabulous.,Era fabuloso.
8506,It was fabulous.,Estaba fabuloso.
8507,It was from Tom.,Era de Tom.
8508,It was my dream.,Era mi sueño.
8509,It was my fault.,Fue culpa mía.
8510,It was my fault.,Fue mi culpa.
8511,It was romantic.,Fue romántico.
8512,It was the same.,Era el mismo.
8513,It was too late.,Era demasiado tarde.
8514,It was too long.,Era demasiado largo.
8515,It was too soft.,Era demasiado suave.
8516,It wasn't found.,No fue encontrado.
8517,It won't matter.,No importará.
8518,It would be fun.,Sería divertido.
8519,It'll get worse.,Empeorará.
8520,It'll rain soon.,Pronto lloverá.
8521,It's Tom's idea.,Es idea de Tom.
8522,It's a bad time.,No es un buen momento.
8523,It's a bad time.,Es un mal momento.
8524,It's a big city.,Es una gran ciudad.
8525,It's a big step.,Es un gran paso.
8526,It's a dead end.,Es un callejón sin salida.
8527,It's a new book.,Es un libro nuevo.
8528,It's a shortcut.,Es un atajo.
8529,It's a surprise.,Es una sorpresa.
8530,It's about time.,Ya casi es hora.
8531,It's all I have.,Esto es todo lo que tengo.
8532,It's all I want.,Eso es todo lo que quiero.
8533,It's almost six.,Son casi las seis.
8534,It's almost six.,Ya casi son las seis.
8535,It's an eyesore.,Es un engendro.
8536,It's artificial.,Es artificial.
8537,It's cold today!,¡Hace frío hoy!
8538,It's cold today!,¡Hoy hace frío!
8539,It's cold today.,Hace frío hoy.
8540,It's cool today.,Hoy hace fresco.
8541,It's dinnertime.,Es la hora de la cena.
8542,It's dirt-cheap.,Está botado.
8543,It's dirty work.,Es trabajo sucio.
8544,It's easy money.,Es dinero fácil.
8545,It's fine today.,Hoy hace bueno.
8546,It's impossible.,Es imposible.
8547,It's incredible!,¡Es increíble!
8548,It's incredible!,¡Eso es increíble!
8549,It's incredible!,¡Increíble!
8550,It's inevitable.,Es inevitable.
8551,It's irrelevant.,Es irrelevante.
8552,It's just a cat.,Es solo un gato.
8553,It's lunch time.,Es hora del almuerzo.
8554,It's misleading.,Es engañoso.
8555,It's nice today.,Hoy hace bueno.
8556,It's not Monday.,No es lunes.
8557,It's not a bomb.,No es una bomba.
8558,It's not a fish.,No es un pez.
8559,It's not a game.,No es un juego.
8560,It's not a joke.,No es ninguna broma.
8561,It's not broken.,No está roto.
8562,It's not enough.,No es suficiente.
8563,It's not my car.,No es mi auto.
8564,It's not my job.,No es mi trabajo.
8565,It's not so far.,No está tan lejos.
8566,It's our secret.,Es nuestro secreto.
8567,It's quite good.,Es bien bueno.
8568,It's refreshing.,Es refrescante.
8569,It's still here.,Todavía está aquí.
8570,It's still warm.,Todavía está caliente.
8571,It's sweltering.,Esto es sofocante.
8572,It's sweltering.,Qué agobio.
8573,It's time to go.,Es hora de irse.
8574,It's time to go.,Es tiempo de irse.
8575,It's very clean.,Está muy limpio.
8576,It's very early.,Es muy temprano.
8577,It's very risky.,Es muy arriesgado.
8578,It's very sweet.,Es muy dulce.
8579,It's warm today.,Hoy hace calor.
8580,It's your fault.,Es culpa tuya.
8581,It's your money.,Es tu dinero.
8582,Jesus loves you.,Jesús os quiere.
8583,Just do it fast.,Limítate a hacerlo rápido.
8584,"Just do it, Tom.","Limítate a hacerlo, Tom."
8585,Just do the job.,Limítate a trabajar.
8586,Just ignore her.,Solo ignórala.
8587,Just ignore her.,Ignórala.
8588,Just ignore him.,Solo ignóralo.
8589,Just ignore him.,Ignórale.
8590,Just keep going.,Solo continúa.
8591,Just keep going.,Solo sigue adelante.
8592,Just let Tom go.,Deja que Tom se vaya.
8593,Just let Tom in.,Deja entrar a Tom.
8594,Just look at me.,Mírame.
8595,Just look at me.,Limítate a mirarme.
8596,Just stay close.,Solamente quédate cerca.
8597,Just try it out.,Solo pruébatela.
8598,Just wrap it up.,"Envuélvalo, por favor."
8599,Keep it in mind.,Tenlo en mente.
8600,Keep on smiling.,Sigue sonriendo.
8601,Keep on smiling.,Siempre ríe.
8602,Keep practicing.,Seguí practicando.
8603,Keep practicing.,Sigue practicando.
8604,Keep practicing.,Siga practicando.
8605,Keep practicing.,Sigan practicando.
8606,Keep the change!,¡Guarde el cambio!
8607,Keep the secret.,Guarda el secreto.
8608,Kiss Tom for me.,Dale un beso a Tom de mi parte.
8609,Koalas are cute.,Los koalas son monos.
8610,Kumi made a box.,Kumi hizo una caja.
8611,Lead is a metal.,El plomo es un metal.
8612,Leave Tom alone.,Deja solo a Tom.
8613,Leave Tom to me.,Déjame a Tom.
8614,Leave a message.,Deje un mensaje.
8615,Leave a message.,Deja un mensaje.
8616,Leave him alone.,Dejadle solo.
8617,Leave our house.,Váyase de nuestra casa.
8618,Leave the TV on.,Deja la televisión encendida.
8619,Leave this here.,Deja eso aquí.
8620,Lemons are sour.,Los limones son ácidos.
8621,Lemons are sour.,Los limones son amargos.
8622,Let me be happy.,Déjame ser feliz.
8623,Let me call Tom.,Déjame llamar a Tom.
8624,Let me call Tom.,Deja que llame a Tom.
8625,Let me call Tom.,"Espera, que llamo a Tom."
8626,Let me carry it.,Déjame llevarlo.
8627,Let me find out.,Déjame averiguarlo.
8628,Let me fix that.,Déjame arreglarlo.
8629,Let me fix that.,Deja que lo arregle.
8630,Let me go alone.,Déjame ir solo.
8631,Let me help you.,Déjame ayudarte.
8632,Let me see that.,Déjame ver eso.
8633,Let me see that.,A ver eso.
8634,Let me sit down.,Déjame sentarme.
8635,Let us sit down.,Sentémonos.
8636,Let's celebrate.,Celebremos.
8637,Let's come back.,Volvamos.
8638,Let's do it now.,Hagámoslo ahora.
8639,Let's eat first.,Primero comamos.
8640,Let's eat lunch.,Comamos.
8641,Let's eat sushi.,Comamos sushi.
8642,Let's fly kites.,Remontemos barriletes.
8643,Let's fly kites.,Remontemos cometas.
8644,Let's fly kites.,Volemos una cometa.
8645,Let's fly kites.,Volemos cometas.
8646,Let's forget it.,Olvidémoslo.
8647,Let's get a cab.,Tomemos un taxi.
8648,Let's get along.,Llevémonos bien.
8649,Let's get drunk.,Emborrachémonos.
8650,Let's get drunk.,Embriaguémonos.
8651,Let's get drunk.,Curémonos.
8652,Let's get ready.,Alistémonos.
8653,Let's go by bus.,Vayamos en colectivo.
8654,Let's go by car.,Vayamos en coche.
8655,Let's go to bed.,Vámonos a la cama.
8656,Let's rest here.,Descansemos aquí.
8657,Let's stay here.,Quedémonos acá.
8658,Let's stop here.,Paremos aquí.
8659,Let's try again.,Intentemos otra vez.
8660,Let's turn back.,Volvamos.
8661,Let's visit Tom.,Visitemos a Tom.
8662,Let's wait here.,Esperemos aquí.
8663,Life ain't easy.,La vida no es fácil.
8664,Life is a dream.,La vida es sueño.
8665,Life is a dream.,La vida es un sueño.
8666,Life is strange.,La vida es extraña.
8667,Life isn't easy.,La vida no es fácil.
8668,Life isn't fair.,La vida no es equitativa.
8669,Life's not fair.,La vida es injusta.
8670,Listen a minute.,Escuche usted un momento.
8671,Lock the office.,Cierra la oficina con llave.
8672,Look at the cat.,Mira al gato.
8673,Look at the sky.,Mira al cielo.
8674,Look behind you.,Mira detrás de ti.
8675,Loosen your tie.,Aflojate la corbata.
8676,Lunch is served.,La comida está servida.
8677,Make it smaller.,Achícalo.
8678,Make it smaller.,Hazlo más pequeño.
8679,Make it smaller.,Hazlo más chico.
8680,Make some noise!,¡Haz ruido!
8681,Make some noise!,¡Haced ruido!
8682,Make some noise!,¡Armad jaleo!
8683,Make some noise!,¡Mete boche!
8684,Mary helped Tom.,Mary le ayudó a Tom.
8685,Mary is a model.,Mary es modelo.
8686,Mary is a widow.,Mary es viuda.
8687,Mary is glowing.,Mary está resplandeciente.
8688,Mary is glowing.,Mary está radiante.
8689,Mary is my wife.,María es mi esposa.
8690,Mary's my niece.,Mary es mi sobrina.
8691,May I go to bed?,¿Me puedo ir a acostar?
8692,May I leave now?,¿Puedo irme ya?
8693,May I try it on?,¿Me lo puedo probar?
8694,Maybe I'm wrong.,Puede que esté equivocado.
8695,Maybe it's true.,Tal vez es verdad.
8696,Meet me at 2:30.,Veámonos a las dos y media.
8697,Meet me tonight.,Reúnete conmigo esta noche.
8698,Men should work.,Los hombres tienen que trabajar.
8699,Merry Christmas!,¡Feliz Navidad!
8700,Might I come in?,¿Puedo entrar?
8701,Mom has a fever.,Mamá tiene fiebre.
8702,Money is needed.,Hace falta dinero.
8703,My book is here.,Mi libro está aquí.
8704,My cat is white.,Mi gato es blanco.
8705,My dog is white.,Mi perro es blanco.
8706,My father is in.,Mi padre está en casa.
8707,My hair is long.,Mi pelo es largo.
8708,My hat blew off.,Se me voló el sombrero.
8709,My house is big.,Mi casa es grande.
8710,My shift's over.,Mi turno terminó.
8711,My shoes squeak.,Mis zapatos chirrían.
8712,Nature is cruel.,La naturaleza es cruel.
8713,Never forget it.,Nunca lo olvides.
8714,Never let me go.,Nunca me dejes ir.
8715,Never play here.,Nunca juegues aquí.
8716,Never say never.,Nunca digas nunca.
8717,Never say never.,Nunca hay que decir nunca.
8718,Never tell lies.,Nunca digas mentiras.
8719,Never trust Tom.,Nunca confíes en Tom.
8720,Nice seeing you!,¡Qué gusto verte!
8721,No one answered.,Nadie respondió.
8722,No one got hurt.,Nadie salió herido.
8723,No one loves me.,Nadie me ama.
8724,No one saw that.,Nadie vio eso.
8725,No one saw that.,Nadie vio aquello.
8726,No one's hungry.,Nadie tiene hambre.
8727,Nobody answered.,Nadie respondió.
8728,Nobody wants it.,Nadie quiere eso.
8729,Nobody wants it.,Nadie lo quiere.
8730,Nobody was home.,No había nadie en casa.
8731,Nothing changes.,Nada cambia.
8732,Nothing is free.,Nada es gratis.
8733,Nothing is free.,No hay nada gratis.
8734,Now stand still.,Ahora quédate quieto.
8735,Now stop crying.,Ya basta de llorar.
8736,Now stop crying.,Para de llorar.
8737,"Oh, don't worry.","Oh, no te preocupes."
8738,Only Tom stayed.,Solo se quedó Tom.
8739,Open the bottle.,Abre la botella.
8740,Open your books.,Abran sus libros.
8741,Open your mouth!,¡Abra la boca!
8742,Open your mouth!,¡Abre la boca!
8743,Open your mouth.,¡Abra la boca!
8744,Open your mouth.,¡Abre la boca!
8745,Open your mouth.,Abre la boca.
8746,Open your mouth.,Abrí la boca.
8747,Open your mouth.,¡Abrid la boca!
8748,Open your mouth.,¡Abran la boca!
8749,Parties are fun.,Las fiestas son divertidas.
8750,Parties bore me.,Las fiestas me aburren.
8751,Pass me the pen.,Préstame el bolígrafo.
8752,Please call Tom.,"Por favor, llama a Tom."
8753,Please call him.,"Llámalo, por favor."
8754,Please continue.,Por favor continúe.
8755,Please continue.,"Por favor, prosiga."
8756,Please find Tom.,"Por favor, encuentra a Tom."
8757,Please fix that.,Arregle eso por favor.
8758,Please fix this.,"Por favor, arregla esto."
8759,Please fix this.,"Por favor, arreglad esto."
8760,Please fix this.,"Por favor, arreglá esto."
8761,Please fix this.,"Por favor, arregle esto."
8762,Please fix this.,"Por favor, arreglen esto."
8763,Please go ahead.,"Continúa, por favor."
8764,Please help Tom.,"Ayuda a Tom, por favor."
8765,Please hurry up!,"¡Por favor, apurate!"
8766,Please hurry up.,"Apresúrate, por favor."
8767,Please sit down.,"Por favor, siéntese."
8768,Please sit down.,"Tome asiento, por favor."
8769,Please sit down.,"Sentate, por favor."
8770,Please sit down.,Sentate por favor.
8771,Please sit here.,"Por favor, siéntate aquí."
8772,Please sit here.,"Siéntese aquí, por favor."
8773,Please sit here.,"Sentaos aquí, por favor."
8774,Please sit here.,"Por favor, siéntense aquí."
8775,Please speak up.,"Por favor, abre la boca."
8776,Please speak up.,"Por favor, habla más fuerte."
8777,Please take one.,Coge una.
8778,Please take one.,Coge una de estas.
8779,Please tell Tom.,"Por favor, díselo a Tom."
8780,"Please, tell me.","Dímelo, por favor."
8781,Prices are high.,Los precios están altos.
8782,Prices are high.,Los precios son altos.
8783,Put on your cap.,Ponte el sombrero.
8784,Put on your hat.,Ponte tu sombrero.
8785,Put your hat on.,Ponte el sombrero.
8786,Read this first.,Leé esto primero.
8787,Read this first.,Lee esto primero.
8788,Read this first.,Lean esto primero.
8789,Remind me later.,Recuérdamelo más tarde.
8790,Remove your hat.,Quítate el sombrero.
8791,Repeat after me.,Repite después de mí.
8792,Repeat it to me.,Repítemelo.
8793,Rules are rules.,Las reglas son las reglas.
8794,Saddle my horse.,Ensilla mi caballo.
8795,Save your voice.,Cuida tu voz.
8796,Say no to drugs.,Dile no a las drogas.
8797,Say you love me.,Di que me amas.
8798,School bores me.,El colegio me aburre.
8799,See you at 2:30.,Te veré a las dos y media.
8800,See you at five.,Nos vemos a las cinco.
8801,See you tonight.,Nos vemos esta noche.
8802,Send it airmail.,Envíelo por correo aéreo.
8803,Send it by mail.,Envíalo por correo.
8804,Send them to me.,Mándemelos.
8805,Shall we go now?,¿Nos vamos ahora?
8806,She admired him.,Ella lo admiraba.
8807,She adores cats.,Ella adora los gatos.
8808,She adores cats.,Ella ama a los gatos.
8809,She adores cats.,Ella adora a los gatos.
8810,She deserved it.,Ella se lo merecía.
8811,She disappeared.,Ella desapareció.
8812,She fell asleep.,Ella se durmió.
8813,She forgave him.,Ella lo perdonó.
8814,She got up late.,Ella se levantó tarde.
8815,She had a radio.,Ella tenía una radio.
8816,She has one cat.,Ella tiene un gato.
8817,She is Canadian.,Es canadiense.
8818,She is Canadian.,Ella es canadiense.
8819,She is Japanese.,Ella es japonesa.
8820,She is a beauty.,Ella es una belleza.
8821,She is a genius.,Ella es un genio.
